content	passageId	label	propertyName	propertyId	propertyDescription
The channel was created by Australian-American media mogul Rupert Murdoch, who hired former Republican Party media consultant and NBC executive Roger Ailes as its founding CEO.	7137:454:630	0	CEO	4	Describes the relationship between an organization and its CEO.
The Venerable Myokyo-ni moved to Fairlight in 2002 and lived there until her death in 2007, leaving Sochu in charge in London from 2003.	19289:1107:1243	0	DATE_OF_DEATH	14	Describes the date of death of a person.
The Zen Centre was founded by Christmas Humphreys,who also founded The Buddhist Society and was led by the Venerable Myokyo-ni until her death in 2007.	19289:331:482	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Shobo-an was formerly Christmas Humphreys' home and was left by him to the Zen Centre on his death in 1983.	19289:724:831	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Mockbul Ali, OBE (Bengali: মুকুবুল আলী; born 1980) is a British diplomat, and the former Islamic Issues Adviser to the Foreign and Commonwealth Office.	8081:13:164	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Ana Mihajlović (Cyrillic: Ана Михајловић; born May 20, 1986 in Kragujevac, SFR Yugoslavia) is a Serbian fashion model.	22289:16:134	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
At Oxford he was a member of the University's Hebdomadal Council (1878–99), Curator of the University Chest (1885–1908), a Delegate of the Oxford University Press (1894–1920), and Vice-Chancellor (1894–98).	24840:511:717	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
He was the president of Popular Library from 1942 to 1966 and its chairman from 1966 to 1968.	16257:516:609	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
On his death in 1967 the house passed to his cousin, who sold it in 2004.	22005:188:261	0	DATE_OF_DEATH	14	Describes the date of death of a person.
It was created by the Oklahoma state legislature in 1935, and is headquartered in Vinita, Oklahoma.	23439:164:263	0	HEADQUARTERS	6	Describes the specific location where an organization's headquarters is or has been situated.
Over 20 years of Subsidiary, Divisional and Corporate Accounting experience in a variety of industries.	4183:12:115	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
Fortunately he married a very practical woman who did all the farming and made enough to educate my brother and me at private schools.	10041:1276:1410	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Initially (1984) known as Guitar Center of Minneapolis, renamed to Musictech College, moved to St. Paul in 2001, and was re-labeled again as McNally Smith College of Music by the school's two founders, Jack McNally and Doug Smith, to memorialize themselves on the school's 2005 20th anniversary.	12555:143:438	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
Wendy Krispin Caterer is a creative and hard working group of Dallas, TX Catering professionals who can make any event a hit.	590:23:148	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
Their aim is to promote and protect the health of the citizens of Alaska through a safe and efficient practice of nursing and healthcare.	28612:120:257	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Audrey S. Weiner, DSW, MPH is President and CEO of The New Jewish Home.	1089:752:823	0	CEO	4	Describes the relationship between an organization and its CEO.
In the 1970s he moved to Montana where he manages the intellectual property of his father's estate.	28106:597:696	0	FOUNDED_BY	2	Describes the relationship between an organization and its founder or co-founder.
During his childhood he travelled frequently with his parents, and then attended Harvard University, graduated in 1950, and shortly thereafter moved to East Africa where he lived for 25 years.	28106:156:348	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
Insurial Americas, Inc or Insurial was an American multinational corporation headquartered in Manhattan, New York City, New York, United States.	23490:10:154	0	HEADQUARTERS	6	Describes the specific location where an organization's headquarters is or has been situated.
Emperor Friedrich Barbarossa awarded Gebhard's second eldest son, Gebhard II, the title of Count in 1158.	11747:691:796	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
The US-based holding company, a subsidiary of Japan's high-tech titan Toshiba, handles North American business for its formidable parent.	30414:87:224	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
Kognitiv is headquartered in Waterloo, Canada, with nearly 220 employees in Canada (Waterloo, Mississauga and Toronto), Argentina (Buenos Aires), Austria (Vienna), Hong Kong, UK (Bournemouth and Manchester) and United States (Charlottesville).	14540:1387:1630	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Kognitiv was founded in 2009 by Peter Schwartz, formerly Chair and CEO of Descartes Systems Group.	14540:1091:1189	0	CEO	4	Describes the relationship between an organization and its CEO.
Inman was born in Indianapolis, Indiana and is the eldest of six children.	25243:151:225	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
In 2004, Ford was appointed to the board of directors at Syncardia and he became CEO in 2005.	28809:445:538	0	CEO	4	Describes the relationship between an organization and its CEO.
It started operation on April 2, 2015.	7853:143:181	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Vladimir Nevezhin (Russian: Владимир Александрович Невежин) is a Russian historian (Doctor of History Sciences), is working as a professor in Moscow, chief scientific collaborator at the Institute of Russian History (of the Russian Academy of Science) and member of the editorial board of the journal Отечественная история (History of the Fatherland).	29068:19:370	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
Sébastien Schemmel (born 2 June 1975 in Nancy) is a French former footballer.He played for AS Nancy and Metz before being signed by manager Harry Redknapp for West Ham United.	25106:20:195	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Zehra applied for Turkish citizenship, but had to wait for four years to get naturalized.	28813:573:662	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
A 2002 BBC radio survey to find listeners' favourite British comedian placed Horne third, behind Tony Hancock and Spike Milligan.	5251:1679:1808	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Founded by Amal Easton in 1999 to spread his love for Jiu Jitsu, and use it as a vehicle to uplift the Boulder community, the once small academy has grown to 12,000 square feet.	129:795:972	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
Joe Tunstall was born in Washington, NC and attended Washington High School, where he was a member of the Pam Pack.	11532:630:745	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
It has been through several incarnations and after Jimmie Keel's untimely death in 2010 Susan O'Malley and Joe Tunstall reformed as O'Malley Tunstall, PLLC.	11532:473:629	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Born in a small town in the southern parts of the Netherlands, Clemens started playing the keyboard at the age of 7.	480:16:132	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Clemens also created an orchestral remix for the single “Praise Abort” which has been released in May 2015.	480:1869:1976	0	SPOUSE	25	Describes the relationship between a person and her/his spouse.
Gideon moved to Minnesota in 1853, near Lake Minnetonka, and experimented with planting pear, plum, cherry, peach, and apple seeds.	8174:312:443	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
The station was abandoned in 1889, when he retired, but in 1907 the Minnesota Legislature established a fruit breeding farm between Excelsior and Chaska.	8174:1420:1573	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Gideon's farmhouse, now within the boundaries of Shorewood, Minnesota, is listed on the National Register of Historic Places.	8174:186:311	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Thriving on the competitive and often challenging nature of real estate, Lynette has a proven track record having worked as the Sales Associate to Principal Scott Chadwick before establishing herself as a successful and highly accomplished agent with over 6 years experience in the local area.	1195:217:510	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
His son, Mike Brearley, captained both Middlesex and England at cricket.	12723:775:847	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
brand was King Booker versus Batista for the World Heavyweight Championship, which Batista won by disqualification following interference from Queen Sharmell.	13584:612:770	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
