propertyId,propertyName,propertyDescription,content,label
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,"The Haskell Manufacturing Company was a manufacturer originally based in Ludington, Michigan.",8
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,He was appointed parliamentary secretary to the Minister for Public Transport when the Liberal Party won office under Jeff Kennett in 1992.,12
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,From 1961 to 1988 he worked at the Albert Einstein College of Medicine.,6
14,DATE_OF_DEATH,Describes the date of death of a person.,He died at a Columbus hospital of complications of arteriosclerosis in 1933.,4
25,SPOUSE,Describes the relationship between a person and her/his spouse.,John and his wife Jennifer have been married for 19 years and have four children.,13
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"Plas Newydd Care Ltd is the parent company for Mumbles Nursing Home, Yr Hafan Nursing Home and Plas Newydd Care Home.",14
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,"Since 2012, Denise started to supplement her production experience by participating in the Society of Wine Educators (SWE) and Wine and Spirits Education Trust (WSET) certificate programs.",7
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"Tramaine Brock (born August 20, 1988) is an American football cornerback for the San Francisco 49ers in the National Football League (NFL).",9
5,DATE_FOUNDED,Describes the founding date of a company.,"Freeport is known for hosting the second Lincoln-Douglas debate of 1858, and as ""Pretzel City, USA"", named after the heritage of its Germanic settlers in the 1850s and the Billerbeck Bakery pretzel company that started as a result of their arrival.",2
4,CEO,Describes the relationship between an organization and its CEO.,Paul Jay (born 1951) is a journalist and filmmaker who founded and is CEO of The Real News Network.,0
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,My Neighbor Totoro (Japanese: となりのトトロ Hepburn: Tonari no Totoro) is a 1988 Japanese animated fantasy film written and directed by Hayao Miyazaki and produced by Studio Ghibli.,6
4,CEO,Describes the relationship between an organization and its CEO.,"Valter Mainetti (Rome, 28 October 1947) is an Italian entrepreneur, CEO and majority shareholder of Sorgente Group.",0
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,Every year the BHF save thousands of lives thanks to their ground-breaking research and innovative health initiatives,10
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Founded in 2013, PWK is a flagship program of the Presentation Success Movement (PSM) aimed at ending the infamous “presentation-poverty” which is limiting the lifetime income potential for our youth, creating a drag in their personal lives and the economy alike.",10
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,"He resigned from that party to become an independent in May 2010, and in June 2010 he established The Queensland Party, which he merged with Katter's Australian Party in August 2011.",12
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Her teaching about faith, family and finance will cause you to live intentionally, maximize your potential, and influence your home, church and community.",10
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,"Previously Mr. Reyna has served as the CEO of various trade and professional associations and was nominated by President Bill Clinton and confirmed by the United States Senate on October 22, 1998 to the three-member Farm Credit Administration (FCA) Board of Directors, serving as its Chairman and CEO.",6
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,Christopher Philip Yorke Murphy (born 20 April 1947) is a British Conservative Party politician.,12
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"Carolyn Jean Lewis (née Wright), (born 16 January 1946) is an Australian former athlete who competed in the high jump.",9
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,"Part of the Eli Global portfolio of businesses, it was founded by Eli Global chairman Greg Lindberg and Irish healthcare technology entrepreneur Howard Beggs.",7
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,The 1998 US Open was a tennis tournament played on outdoor hard courts at the USTA National Tennis Center in New York City in New York in the United States.,8
14,DATE_OF_DEATH,Describes the date of death of a person.,In 1858 Colombres was appointed Bishop of Salta on the suggestion of Justo José de Urquiza but died less than two months later before being consecrated.,4
5,DATE_FOUNDED,Describes the founding date of a company.,The London Tourist Board was established in 1963 and became the official regional tourist board for London under the Development of Tourism Act in 1969.,2
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"Ericsson Mobile Communications AB was a subsidiary of Ericsson, entirely focused on development of mobile phones (handsets).",14
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,"He was born in Nagasaki, Japan; his family moved to England in 1960 when he was five.",11
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"Dwayne Stukes (born January 24, 1977) is an American football coach and former defensive back.",3
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"Texas Green & Healthy Inc. is the parent company to Natural Awakenings North Texas, a monthly green and healthy lifestyle magazine, providing current and cutting-edge national and local content on nutrition, fitness, natural health, green living, balance and personal growth.",14
34,CHILD_OF,Describes the relationship between a person and his/her parent.,"Andy Grosch is married, his wife is a producer/writer, and has a daughter, who also joined the business as an agent.",1
4,CEO,Describes the relationship between an organization and its CEO.,"In 2013, Silvers was appointed Chief Executive Officer of Melbourne's St Kilda Youth Service.",0
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,"Never losing sight of the values and high standards upon which this company was established by his father, Charlie has made a commitment to anticipate the changing face of  real estate and to be prepared to meet the needs of customers and clients with the best resources, experience and training available.",7
14,DATE_OF_DEATH,Describes the date of death of a person.,"The firm was founded by Rochester native Mike Klampe (deceased 2001) who earned recognition & praise for his legal skill, passionate commitment to his clients' interests & his volunteerism and broad contributions to the community.",4
4,CEO,Describes the relationship between an organization and its CEO.,"In June 2011 WestPoint Home named Normand Savaria President & CEO, and Taran Chernin Executive VP & Chief Merchandising Officer.",0
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,"Developing businesses through the ""Body by Jake"" brand, Steinfeld is also the founder of Major League Lacrosse (MLL).",12
25,SPOUSE,Describes the relationship between a person and her/his spouse.,"These include Scoff (food); Pose (beauty), Brideas (weddings), Deco Bliss (home decor) and Quipstar (comedy).",13
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,"He matriculated at Trinity College, Oxford aged 16 on 16 December 1636 and was called to the bar at Inner Temple in 1649.",5
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"Living Together, Growing Together is a song written by Burt Bacharach and Hal David for the 1973 film, Lost Horizon.",3
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"Infinium Capital, a wholly owned subsidiary of the Toronto based Infinium Group Inc., is a leading independent electronic trading firm specializing in alternative quantitative and arbitrage strategies.",14
